continent,region,country,pop,date,new_cases,new_deaths,total_cases,total_deaths,case_rate,death_rate,days,country_id
Europe,Western Europe,Austria,8955102,2020-03-17,156,2,1016,3,0.1134548774542155,0.002952755905511811,0,1
Europe,Western Europe,Austria,8955102,2020-03-18,316,0,1332,3,0.1487420243789518,0.0022522522522522522,1,1
Europe,Western Europe,Austria,8955102,2020-03-19,314,1,1646,4,0.18380583493074673,0.002430133657351154,2,1
Europe,Western Europe,Austria,8955102,2020-03-20,550,2,2196,6,0.24522333748962324,0.00273224043715847,3,1
Europe,Western Europe,Austria,8955102,2020-03-21,453,0,2649,6,0.29580902596084335,0.0022650056625141564,4,1
Europe,Western Europe,Austria,8955102,2020-03-22,375,2,3024,8,0.33768459588735,0.0026455026455026454,5,1
Europe,Western Europe,Austria,8955102,2020-03-23,607,8,3631,16,0.4054671850750556,0.004406499586890664,6,1
Europe,Western Europe,Austria,8955102,2020-03-24,855,9,4486,25,0.5009434845074908,0.005572893446277307,7,1
Europe,Western Europe,Austria,8955102,2020-03-25,796,5,5282,30,0.5898313609381557,0.005679666792881484,8,1
Europe,Western Europe,Austria,8955102,2020-03-26,606,4,5888,34,0.6575022819393904,0.00577445652173913,9,1
Europe,Western Europe,Austria,8955102,2020-03-27,1141,18,7029,52,0.7849156827024416,0.007397922890880637,10,1
Europe,Western Europe,Austria,8955102,2020-03-28,668,16,7697,68,0.8595100312648588,0.00883461088735871,11,1
Asia,Western Asia,Bahrain,1641172,2020-03-14,48,0,210,0,0.1279573378049345,0,0,2
Asia,Western Asia,Bahrain,1641172,2020-03-15,1,0,211,0,0.1285666584611485,0,1,2
Asia,Western Asia,Bahrain,1641172,2020-03-16,3,0,214,0,0.13039462042979041,0,2,2
Asia,Western Asia,Bahrain,1641172,2020-03-17,7,1,221,1,0.13465986502328825,0.004524886877828055,3,2
Asia,Western Asia,Bahrain,1641172,2020-03-18,16,0,237,1,0.14440899552271183,0.004219409282700422,4,2
Asia,Western Asia,Bahrain,1641172,2020-03-19,19,0,256,1,0.15598608799077732,0.00390625,5,2
Asia,Western Asia,Bahrain,1641172,2020-03-20,13,0,269,1,0.163907256521559,0.0037174721189591076,6,2
Asia,Western Asia,Bahrain,1641172,2020-03-21,16,0,285,1,0.17365638702098257,0.0035087719298245615,7,2
Asia,Western Asia,Bahrain,1641172,2020-03-22,21,0,306,1,0.18645212080147602,0.0032679738562091504,8,2
