dags,aldur,variable,median,upper
2020-03-23,[10 - 19],serious,0,0
2020-03-23,[20 - 29],serious,0,0
2020-03-23,[30 - 39],serious,0,1
2020-03-23,[40 - 49],serious,0,2
2020-03-23,[50 - 59],serious,1,3
2020-03-23,[60 - 69],serious,3,7
2020-03-23,[70 - 79],serious,1,3
2020-03-23,80+,serious,0,2
2020-03-24,[0 - 9],cases,5,10
2020-03-24,[10 - 19],cases,22,35
2020-03-24,[20 - 29],cases,49,71
2020-03-24,[30 - 39],cases,59,85
2020-03-24,[40 - 49],cases,105,143
2020-03-24,[50 - 59],cases,78,109
2020-03-24,[60 - 69],cases,66,94
2020-03-24,[70 - 79],cases,10,18
2020-03-24,80+,cases,2,5
2020-03-24,[0 - 9],hospital,0,0
2020-03-24,[10 - 19],hospital,0,1
2020-03-24,[20 - 29],hospital,0,2
2020-03-24,[30 - 39],hospital,2,5
2020-03-24,[40 - 49],hospital,5,11
2020-03-24,[50 - 59],hospital,8,15
2020-03-24,[60 - 69],hospital,11,19
2020-03-24,[70 - 79],hospital,2,6
2020-03-24,80+,hospital,0,2
2020-03-24,[0 - 9],serious,0,0
2020-03-24,[10 - 19],serious,0,0
2020-03-24,[20 - 29],serious,0,0
2020-03-24,[30 - 39],serious,0,1
2020-03-24,[40 - 49],serious,0,2
2020-03-24,[50 - 59],serious,1,3
2020-03-24,[60 - 69],serious,3,7
2020-03-24,[70 - 79],serious,1,3
2020-03-24,80+,serious,0,2
2020-03-25,[0 - 9],cases,5,11
2020-03-25,[10 - 19],cases,24,38
2020-03-25,[20 - 29],cases,53,78
2020-03-25,[30 - 39],cases,64,93
2020-03-25,[40 - 49],cases,114,156
2020-03-25,[50 - 59],cases,84,118
2020-03-25,[60 - 69],cases,71,102
2020-03-25,[70 - 79],cases,11,20
2020-03-25,80+,cases,2,5
2020-03-25,[0 - 9],hospital,0,0
2020-03-25,[10 - 19],hospital,0,1
2020-03-25,[20 - 29],hospital,0,2
2020-03-25,[30 - 39],hospital,2,5
2020-03-25,[40 - 49],hospital,5,11
2020-03-25,[50 - 59],hospital,8,16
2020-03-25,[60 - 69],hospital,12,21
2020-03-25,[70 - 79],hospital,3,6
2020-03-25,80+,hospital,0,2
2020-03-25,[0 - 9],serious,0,0
2020-03-25,[10 - 19],serious,0,0
2020-03-25,[20 - 29],serious,0,0
2020-03-25,[30 - 39],serious,0,1
2020-03-25,[40 - 49],serious,0,2
2020-03-25,[50 - 59],serious,1,3
2020-03-25,[60 - 69],serious,3,7
2020-03-25,[70 - 79],serious,1,4
2020-03-25,80+,serious,0,2
2020-03-26,[0 - 9],cases,6,12
2020-03-26,[10 - 19],cases,25,41
2020-03-26,[20 - 29],cases,57,84
2020-03-26,[30 - 39],cases,68,100
2020-03-26,[40 - 49],cases,121,169
2020-03-26,[50 - 59],cases,90,128
2020-03-26,[60 - 69],cases,76,110
2020-03-26,[70 - 79],cases,12,21
2020-03-26,80+,cases,2,5
2020-03-26,[0 - 9],hospital,0,0
2020-03-26,[10 - 19],hospital,0,1
2020-03-26,[20 - 29],hospital,0,3
2020-03-26,[30 - 39],hospital,2,6
2020-03-26,[40 - 49],hospital,6,12
2020-03-26,[50 - 59],hospital,9,17
2020-03-26,[60 - 69],hospital,13,23
2020-03-26,[70 - 79],hospital,3,7
2020-03-26,80+,hospital,0,2
2020-03-26,[0 - 9],serious,0,0
2020-03-26,[10 - 19],serious,0,0
2020-03-26,[20 - 29],serious,0,0
2020-03-26,[30 - 39],serious,0,1
2020-03-26,[40 - 49],serious,0,2
2020-03-26,[50 - 59],serious,1,4
2020-03-26,[60 - 69],serious,3,8
2020-03-26,[70 - 79],serious,1,4
2020-03-26,80+,serious,0,2
2020-03-27,[0 - 9],cases,6,13
2020-03-27,[10 - 19],cases,27,44
2020-03-27,[20 - 29],cases,60,90
2020-03-27,[30 - 39],cases,72,107
2020-03-27,[40 - 49],cases,128,182
2020-03-27,[50 - 59],cases,95,138
2020-03-27,[60 - 69],cases,80,119
2020-03-27,[70 - 79],cases,12,23
2020-03-27,80+,cases,2,6
2020-03-27,[0 - 9],hospital,0,0
2020-03-27,[10 - 19],hospital,0,1
2020-03-27,[20 - 29],hospital,1,3
2020-03-27,[30 - 39],hospital,2,6
2020-03-27,[40 - 49],hospital,6,13
2020-03-27,[50 - 59],hospital,10,18
2020-03-27,[60 - 69],hospital,13,24
2020-03-27,[70 - 79],hospital,3,7
2020-03-27,80+,hospital,0,2
2020-03-27,[0 - 9],serious,0,0
2020-03-27,[10 - 19],serious,0,0
2020-03-27,[20 - 29],serious,0,0
2020-03-27,[30 - 39],serious,0,1
2020-03-27,[40 - 49],serious,0,2
2020-03-27,[50 - 59],serious,1,4
2020-03-27,[60 - 69],serious,3,8
2020-03-27,[70 - 79],serious,1,4
2020-03-27,80+,serious,0,2
2020-03-28,[0 - 9],cases,6,14
2020-03-28,[10 - 19],cases,28,47
2020-03-28,[20 - 29],cases,63,97
2020-03-28,[30 - 39],cases,75,115
2020-03-28,[40 - 49],cases,134,195
2020-03-28,[50 - 59],cases,99,148
2020-03-28,[60 - 69],cases,84,127
2020-03-28,[70 - 79],cases,13,24
2020-03-28,80+,cases,2,6
2020-03-28,[0 - 9],hospital,0,0
2020-03-28,[10 - 19],hospital,0,1
2020-03-28,[20 - 29],hospital,1,3
2020-03-28,[30 - 39],hospital,2,6
2020-03-28,[40 - 49],hospital,6,14
2020-03-28,[50 - 59],hospital,10,20
2020-03-28,[60 - 69],hospital,14,26
2020-03-28,[70 - 79],hospital,3,8
2020-03-28,80+,hospital,0,2
2020-03-28,[0 - 9],serious,0,0
2020-03-28,[10 - 19],serious,0,0
2020-03-28,[20 - 29],serious,0,0
2020-03-28,[30 - 39],serious,0,1
2020-03-28,[40 - 49],serious,0,2
2020-03-28,[50 - 59],serious,1,4
2020-03-28,[60 - 69],serious,4,9
2020-03-28,[70 - 79],serious,1,4
2020-03-28,80+,serious,0,2
2020-03-29,[0 - 9],cases,7,14
2020-03-29,[10 - 19],cases,29,50
2020-03-29,[20 - 29],cases,65,103
2020-03-29,[30 - 39],cases,78,122
2020-03-29,[40 - 49],cases,139,208
2020-03-29,[50 - 59],cases,103,157
2020-03-29,[60 - 69],cases,87,135
2020-03-29,[70 - 79],cases,13,25
2020-03-29,80+,cases,2,6
2020-03-29,[0 - 9],hospital,0,0
2020-03-29,[10 - 19],hospital,0,1
2020-03-29,[20 - 29],hospital,1,3
2020-03-29,[30 - 39],hospital,2,7
2020-03-29,[40 - 49],hospital,7,14
2020-03-29,[50 - 59],hospital,10,21
2020-03-29,[60 - 69],hospital,14,27
2020-03-29,[70 - 79],hospital,3,8
2020-03-29,80+,hospital,0,3
2020-03-29,[0 - 9],serious,0,0
2020-03-29,[10 - 19],serious,0,0
2020-03-29,[20 - 29],serious,0,1
2020-03-29,[30 - 39],serious,0,1
2020-03-29,[40 - 49],serious,0,2
2020-03-29,[50 - 59],serious,1,4
2020-03-29,[60 - 69],serious,4,10
2020-03-29,[70 - 79],serious,1,4
2020-03-29,80+,serious,0,2
2020-03-30,[0 - 9],cases,7,15
2020-03-30,[10 - 19],cases,30,53
2020-03-30,[20 - 29],cases,67,109
2020-03-30,[30 - 39],cases,81,129
2020-03-30,[40 - 49],cases,143,221
2020-03-30,[50 - 59],cases,106,167
2020-03-30,[60 - 69],cases,90,143
2020-03-30,[70 - 79],cases,14,27
2020-03-30,80+,cases,2,6
2020-03-30,[0 - 9],hospital,0,0
2020-03-30,[10 - 19],hospital,0,1
2020-03-30,[20 - 29],hospital,1,3
2020-03-30,[30 - 39],hospital,2,7
2020-03-30,[40 - 49],hospital,7,15
2020-03-30,[50 - 59],hospital,11,22
2020-03-30,[60 - 69],hospital,15,29
2020-03-30,[70 - 79],hospital,3,8
2020-03-30,80+,hospital,0,3
2020-03-30,[0 - 9],serious,0,0
2020-03-30,[10 - 19],serious,0,0
2020-03-30,[20 - 29],serious,0,1
2020-03-30,[30 - 39],serious,0,1
2020-03-30,[40 - 49],serious,0,2
2020-03-30,[50 - 59],serious,1,4
2020-03-30,[60 - 69],serious,4,10
2020-03-30,[70 - 79],serious,1,5
2020-03-30,80+,serious,0,2
2020-03-31,[0 - 9],cases,7,16
2020-03-31,[10 - 19],cases,31,55
2020-03-31,[20 - 29],cases,69,114
2020-03-31,[30 - 39],cases,83,136
2020-03-31,[40 - 49],cases,146,233
2020-03-31,[50 - 59],cases,109,176
2020-03-31,[60 - 69],cases,92,151
2020-03-31,[70 - 79],cases,14,28
2020-03-31,80+,cases,2,7
2020-03-31,[0 - 9],hospital,0,0
2020-03-31,[10 - 19],hospital,0,1
2020-03-31,[20 - 29],hospital,1,3
2020-03-31,[30 - 39],hospital,2,7
2020-03-31,[40 - 49],hospital,7,16
2020-03-31,[50 - 59],hospital,11,23
2020-03-31,[60 - 69],hospital,15,30
2020-03-31,[70 - 79],hospital,3,9
2020-03-31,80+,hospital,0,3
2020-03-31,[0 - 9],serious,0,0
2020-03-31,[10 - 19],serious,0,0
2020-03-31,[20 - 29],serious,0,1
2020-03-31,[30 - 39],serious,0,1
2020-03-31,[40 - 49],serious,0,2
2020-03-31,[50 - 59],serious,1,4
2020-03-31,[60 - 69],serious,4,10
2020-03-31,[70 - 79],serious,1,5
2020-03-31,80+,serious,0,2
2020-04-01,[0 - 9],cases,7,16
2020-04-01,[10 - 19],cases,31,58
2020-04-01,[20 - 29],cases,69,120
2020-04-01,[30 - 39],cases,84,143
2020-04-01,[40 - 49],cases,149,244
2020-04-01,[50 - 59],cases,110,184
2020-04-01,[60 - 69],cases,93,158
2020-04-01,[70 - 79],cases,14,29
2020-04-01,80+,cases,2,7
2020-04-01,[0 - 9],hospital,0,0
2020-04-01,[10 - 19],hospital,0,1
2020-04-01,[20 - 29],hospital,1,3
2020-04-01,[30 - 39],hospital,3,8
2020-04-01,[40 - 49],hospital,7,17
2020-04-01,[50 - 59],hospital,11,24
2020-04-01,[60 - 69],hospital,15,31
2020-04-01,[70 - 79],hospital,3,9
2020-04-01,80+,hospital,0,3
2020-04-01,[0 - 9],serious,0,0
2020-04-01,[10 - 19],serious,0,0
2020-04-01,[20 - 29],serious,0,1
2020-04-01,[30 - 39],serious,0,1
2020-04-01,[40 - 49],serious,0,2
2020-04-01,[50 - 59],serious,1,5
2020-04-01,[60 - 69],serious,4,11
2020-04-01,[70 - 79],serious,1,5
2020-04-01,80+,serious,0,2
2020-04-02,[0 - 9],cases,7,17
2020-04-02,[10 - 19],cases,31,60
2020-04-02,[20 - 29],cases,70,125
2020-04-02,[30 - 39],cases,84,149
2020-04-02,[40 - 49],cases,150,254
2020-04-02,[50 - 59],cases,111,192
2020-04-02,[60 - 69],cases,94,164
2020-04-02,[70 - 79],cases,14,30
2020-04-02,80+,cases,2,7
2020-04-02,[0 - 9],hospital,0,0
2020-04-02,[10 - 19],hospital,0,1
2020-04-02,[20 - 29],hospital,1,3
2020-04-02,[30 - 39],hospital,3,8
2020-04-02,[40 - 49],hospital,7,17
2020-04-02,[50 - 59],hospital,11,25
2020-04-02,[60 - 69],hospital,15,33
2020-04-02,[70 - 79],hospital,3,10
2020-04-02,80+,hospital,0,3
2020-04-02,[0 - 9],serious,0,0
2020-04-02,[10 - 19],serious,0,0
2020-04-02,[20 - 29],serious,0,1
2020-04-02,[30 - 39],serious,0,1
2020-04-02,[40 - 49],serious,0,2
2020-04-02,[50 - 59],serious,1,5
2020-04-02,[60 - 69],serious,4,11
2020-04-02,[70 - 79],serious,1,5
2020-04-02,80+,serious,0,2
2020-04-03,[0 - 9],cases,7,17
2020-04-03,[10 - 19],cases,31,62
2020-04-03,[20 - 29],cases,70,130
2020-04-03,[30 - 39],cases,85,154
2020-04-03,[40 - 49],cases,150,263
2020-04-03,[50 - 59],cases,111,199
2020-04-03,[60 - 69],cases,94,171
2020-04-03,[70 - 79],cases,14,31
2020-04-03,80+,cases,2,7
2020-04-03,[0 - 9],hospital,0,0
2020-04-03,[10 - 19],hospital,0,1
2020-04-03,[20 - 29],hospital,1,3
2020-04-03,[30 - 39],hospital,3,8
2020-04-03,[40 - 49],hospital,7,18
2020-04-03,[50 - 59],hospital,11,26
2020-04-03,[60 - 69],hospital,15,34
2020-04-03,[70 - 79],hospital,3,10
2020-04-03,80+,hospital,0,3
2020-04-03,[0 - 9],serious,0,0
2020-04-03,[10 - 19],serious,0,0
2020-04-03,[20 - 29],serious,0,1
2020-04-03,[30 - 39],serious,0,1
2020-04-03,[40 - 49],serious,0,2
2020-04-03,[50 - 59],serious,1,5
2020-04-03,[60 - 69],serious,4,12
2020-04-03,[70 - 79],serious,1,5
2020-04-03,80+,serious,0,2
2020-04-04,[0 - 9],cases,7,18
2020-04-04,[10 - 19],cases,31,64
2020-04-04,[20 - 29],cases,69,133
2020-04-04,[30 - 39],cases,84,158
2020-04-04,[40 - 49],cases,148,271
2020-04-04,[50 - 59],cases,110,205
2020-04-04,[60 - 69],cases,93,175
2020-04-04,[70 - 79],cases,14,32
2020-04-04,80+,cases,2,8
2020-04-04,[0 - 9],hospital,0,0
2020-04-04,[10 - 19],hospital,0,1
2020-04-04,[20 - 29],hospital,1,4
2020-04-04,[30 - 39],hospital,2,8
2020-04-04,[40 - 49],hospital,7,18
2020-04-04,[50 - 59],hospital,11,26
2020-04-04,[60 - 69],hospital,15,34
2020-04-04,[70 - 79],hospital,3,10
2020-04-04,80+,hospital,0,3
2020-04-04,[0 - 9],serious,0,0
2020-04-04,[10 - 19],serious,0,0
2020-04-04,[20 - 29],serious,0,1
2020-04-04,[30 - 39],serious,0,1
2020-04-04,[40 - 49],serious,0,2
2020-04-04,[50 - 59],serious,1,5
2020-04-04,[60 - 69],serious,4,12
2020-04-04,[70 - 79],serious,1,5
2020-04-04,80+,serious,0,2
2020-04-05,[0 - 9],cases,7,18
2020-04-05,[10 - 19],cases,30,65
2020-04-05,[20 - 29],cases,68,136
2020-04-05,[30 - 39],cases,82,162
2020-04-05,[40 - 49],cases,146,277
2020-04-05,[50 - 59],cases,108,209
2020-04-05,[60 - 69],cases,92,179
2020-04-05,[70 - 79],cases,14,33
2020-04-05,80+,cases,2,8
2020-04-05,[0 - 9],hospital,0,0
2020-04-05,[10 - 19],hospital,0,1
2020-04-05,[20 - 29],hospital,1,4
2020-04-05,[30 - 39],hospital,2,8
2020-04-05,[40 - 49],hospital,7,18
2020-04-05,[50 - 59],hospital,11,27
2020-04-05,[60 - 69],hospital,15,35
2020-04-05,[70 - 79],hospital,3,10
2020-04-05,80+,hospital,0,3
2020-04-05,[0 - 9],serious,0,0
2020-04-05,[10 - 19],serious,0,0
2020-04-05,[20 - 29],serious,0,1
2020-04-05,[30 - 39],serious,0,1
2020-04-05,[40 - 49],serious,0,2
2020-04-05,[50 - 59],serious,1,5
2020-04-05,[60 - 69],serious,4,12
2020-04-05,[70 - 79],serious,1,6
2020-04-05,80+,serious,0,2
2020-04-06,[0 - 9],cases,7,19
2020-04-06,[10 - 19],cases,30,66
2020-04-06,[20 - 29],cases,66,138
2020-04-06,[30 - 39],cases,80,164
2020-04-06,[40 - 49],cases,142,281
2020-04-06,[50 - 59],cases,105,212
2020-04-06,[60 - 69],cases,89,182
2020-04-06,[70 - 79],cases,14,33
2020-04-06,80+,cases,2,8
2020-04-06,[0 - 9],hospital,0,0
2020-04-06,[10 - 19],hospital,0,1
2020-04-06,[20 - 29],hospital,1,4
2020-04-06,[30 - 39],hospital,2,8
2020-04-06,[40 - 49],hospital,7,19
2020-04-06,[50 - 59],hospital,11,27
2020-04-06,[60 - 69],hospital,15,36
2020-04-06,[70 - 79],hospital,3,10
2020-04-06,80+,hospital,0,3
2020-04-06,[0 - 9],serious,0,0
2020-04-06,[10 - 19],serious,0,0
2020-04-06,[20 - 29],serious,0,1
2020-04-06,[30 - 39],serious,0,1
2020-04-06,[40 - 49],serious,0,2
2020-04-06,[50 - 59],serious,1,5
2020-04-06,[60 - 69],serious,4,12
2020-04-06,[70 - 79],serious,1,6
2020-04-06,80+,serious,0,2.0499999999992724
2020-04-07,[0 - 9],cases,6,19
2020-04-07,[10 - 19],cases,29,66
2020-04-07,[20 - 29],cases,64,138
2020-04-07,[30 - 39],cases,77,165
2020-04-07,[40 - 49],cases,137,282
2020-04-07,[50 - 59],cases,102,213
2020-04-07,[60 - 69],cases,86,182
2020-04-07,[70 - 79],cases,13,33
2020-04-07,80+,cases,2,8
2020-04-07,[0 - 9],hospital,0,0
2020-04-07,[10 - 19],hospital,0,1
2020-04-07,[20 - 29],hospital,1,4
2020-04-07,[30 - 39],hospital,2,9
2020-04-07,[40 - 49],hospital,7,19
2020-04-07,[50 - 59],hospital,10,27
2020-04-07,[60 - 69],hospital,14,36
2020-04-07,[70 - 79],hospital,3,10
2020-04-07,80+,hospital,0,3
2020-04-07,[0 - 9],serious,0,0
2020-04-07,[10 - 19],serious,0,0
2020-04-07,[20 - 29],serious,0,1
2020-04-07,[30 - 39],serious,0,1
2020-04-07,[40 - 49],serious,0,2
2020-04-07,[50 - 59],serious,1,5
2020-04-07,[60 - 69],serious,4,12
2020-04-07,[70 - 79],serious,1,6
2020-04-07,80+,serious,0,2
2020-04-08,[0 - 9],cases,6,19
2020-04-08,[10 - 19],cases,28,66
2020-04-08,[20 - 29],cases,62,138
2020-04-08,[30 - 39],cases,74,165
2020-04-08,[40 - 49],cases,132,282
2020-04-08,[50 - 59],cases,98,212
2020-04-08,[60 - 69],cases,83,182
2020-04-08,[70 - 79],cases,13,33
2020-04-08,80+,cases,2,8
2020-04-08,[0 - 9],hospital,0,0
2020-04-08,[10 - 19],hospital,0,1
2020-04-08,[20 - 29],hospital,1,4
2020-04-08,[30 - 39],hospital,2,8
2020-04-08,[40 - 49],hospital,6,19
2020-04-08,[50 - 59],hospital,10,27
2020-04-08,[60 - 69],hospital,14,36
2020-04-08,[70 - 79],hospital,3,10
2020-04-08,80+,hospital,0,3
2020-04-08,[0 - 9],serious,0,0
2020-04-08,[10 - 19],serious,0,0
2020-04-08,[20 - 29],serious,0,1
2020-04-08,[30 - 39],serious,0,1
2020-04-08,[40 - 49],serious,0,2
2020-04-08,[50 - 59],serious,1,5
2020-04-08,[60 - 69],serious,4,12
2020-04-08,[70 - 79],serious,1,6
2020-04-08,80+,serious,0,3
2020-04-09,[0 - 9],cases,6,18
2020-04-09,[10 - 19],cases,26,66
2020-04-09,[20 - 29],cases,59,137
2020-04-09,[30 - 39],cases,71,164
2020-04-09,[40 - 49],cases,126,280
2020-04-09,[50 - 59],cases,93,211
2020-04-09,[60 - 69],cases,79,181
2020-04-09,[70 - 79],cases,12,33
2020-04-09,80+,cases,2,8
2020-04-09,[0 - 9],hospital,0,0
2020-04-09,[10 - 19],hospital,0,1
2020-04-09,[20 - 29],hospital,1,4
2020-04-09,[30 - 39],hospital,2,8
2020-04-09,[40 - 49],hospital,6,19
2020-04-09,[50 - 59],hospital,9,27
2020-04-09,[60 - 69],hospital,13,35
2020-04-09,[70 - 79],hospital,3,10
2020-04-09,80+,hospital,0,3
2020-04-09,[0 - 9],serious,0,0
2020-04-09,[10 - 19],serious,0,0
2020-04-09,[20 - 29],serious,0,1
2020-04-09,[30 - 39],serious,0,1
2020-04-09,[40 - 49],serious,0,2
2020-04-09,[50 - 59],serious,1,5
2020-04-09,[60 - 69],serious,3,12
2020-04-09,[70 - 79],serious,1,6
2020-04-09,80+,serious,0,3
2020-04-10,[0 - 9],cases,6,18
2020-04-10,[10 - 19],cases,25,65
2020-04-10,[20 - 29],cases,55,135
2020-04-10,[30 - 39],cases,67,161
2020-04-10,[40 - 49],cases,119,276
2020-04-10,[50 - 59],cases,88,208
2020-04-10,[60 - 69],cases,75,178
2020-04-10,[70 - 79],cases,11,33
2020-04-10,80+,cases,2,8
2020-04-10,[0 - 9],hospital,0,0
2020-04-10,[10 - 19],hospital,0,1
2020-04-10,[20 - 29],hospital,0,4
2020-04-10,[30 - 39],hospital,2,8
2020-04-10,[40 - 49],hospital,6,18
2020-04-10,[50 - 59],hospital,9,27
2020-04-10,[60 - 69],hospital,12,35
2020-04-10,[70 - 79],hospital,3,10
2020-04-10,80+,hospital,0,3
2020-04-10,[0 - 9],serious,0,0
2020-04-10,[10 - 19],serious,0,0
2020-04-10,[20 - 29],serious,0,1
2020-04-10,[30 - 39],serious,0,1
2020-04-10,[40 - 49],serious,0,2
2020-04-10,[50 - 59],serious,1,5
2020-04-10,[60 - 69],serious,3,12
2020-04-10,[70 - 79],serious,1,5
2020-04-10,80+,serious,0,2
2020-04-11,[0 - 9],cases,5,18
2020-04-11,[10 - 19],cases,23,64
2020-04-11,[20 - 29],cases,52,133
2020-04-11,[30 - 39],cases,62,158
2020-04-11,[40 - 49],cases,111,269
2020-04-11,[50 - 59],cases,82,204
2020-04-11,[60 - 69],cases,70,174
2020-04-11,[70 - 79],cases,11,32
2020-04-11,80+,cases,2,7
2020-04-11,[0 - 9],hospital,0,0
2020-04-11,[10 - 19],hospital,0,1
2020-04-11,[20 - 29],hospital,0,4
2020-04-11,[30 - 39],hospital,2,8
2020-04-11,[40 - 49],hospital,5,18
2020-04-11,[50 - 59],hospital,8,26
2020-04-11,[60 - 69],hospital,11,34
2020-04-11,[70 - 79],hospital,2,10
2020-04-11,80+,hospital,0,3
2020-04-11,[0 - 9],serious,0,0
2020-04-11,[10 - 19],serious,0,0
2020-04-11,[20 - 29],serious,0,1
2020-04-11,[30 - 39],serious,0,1
2020-04-11,[40 - 49],serious,0,2
2020-04-11,[50 - 59],serious,1,5
2020-04-11,[60 - 69],serious,3,12
2020-04-11,[70 - 79],serious,1,5
2020-04-11,80+,serious,0,2
2020-04-12,[0 - 9],cases,5,17
2020-04-12,[10 - 19],cases,21,62
2020-04-12,[20 - 29],cases,48,129
2020-04-12,[30 - 39],cases,58,153
2020-04-12,[40 - 49],cases,103,262
2020-04-12,[50 - 59],cases,76,198
2020-04-12,[60 - 69],cases,65,170
2020-04-12,[70 - 79],cases,10,31
2020-04-12,80+,cases,1,7
2020-04-12,[0 - 9],hospital,0,0
2020-04-12,[10 - 19],hospital,0,1
2020-04-12,[20 - 29],hospital,0,3
2020-04-12,[30 - 39],hospital,2,8
2020-04-12,[40 - 49],hospital,5,18
2020-04-12,[50 - 59],hospital,8,25
2020-04-12,[60 - 69],hospital,11,33
2020-04-12,[70 - 79],hospital,2,10
2020-04-12,80+,hospital,0,3
2020-04-12,[0 - 9],serious,0,0
2020-04-12,[10 - 19],serious,0,0
2020-04-12,[20 - 29],serious,0,1
2020-04-12,[30 - 39],serious,0,1
2020-04-12,[40 - 49],serious,0,2
2020-04-12,[50 - 59],serious,1,5
2020-04-12,[60 - 69],serious,3,11
2020-04-12,[70 - 79],serious,1,5
2020-04-12,80+,serious,0,2
2020-04-13,[0 - 9],cases,4,17
2020-04-13,[10 - 19],cases,20,60
2020-04-13,[20 - 29],cases,44,125
2020-04-13,[30 - 39],cases,53,149
2020-04-13,[40 - 49],cases,94,254
2020-04-13,[50 - 59],cases,70,192
2020-04-13,[60 - 69],cases,59,165
2020-04-13,[70 - 79],cases,9,30
2020-04-13,80+,cases,1,7
2020-04-13,[0 - 9],hospital,0,0
2020-04-13,[10 - 19],hospital,0,1
2020-04-13,[20 - 29],hospital,0,3
2020-04-13,[30 - 39],hospital,2,8
2020-04-13,[40 - 49],hospital,4,17
2020-04-13,[50 - 59],hospital,7,25
2020-04-13,[60 - 69],hospital,10,33
2020-04-13,[70 - 79],hospital,2,10
2020-04-13,80+,hospital,0,3
2020-04-13,[0 - 9],serious,0,0
2020-04-13,[10 - 19],serious,0,0
2020-04-13,[20 - 29],serious,0,1
2020-04-13,[30 - 39],serious,0,1
2020-04-13,[40 - 49],serious,0,2
2020-04-13,[50 - 59],serious,1,5
2020-04-13,[60 - 69],serious,2,11
2020-04-13,[70 - 79],serious,1,5
2020-04-13,80+,serious,0,2
2020-04-14,[0 - 9],cases,4,16
2020-04-14,[10 - 19],cases,18,58
2020-04-14,[20 - 29],cases,40,120
2020-04-14,[30 - 39],cases,48,143
2020-04-14,[40 - 49],cases,86,244
2020-04-14,[50 - 59],cases,64,185
2020-04-14,[60 - 69],cases,54,158
2020-04-14,[70 - 79],cases,8,29
2020-04-14,80+,cases,1,7
2020-04-14,[0 - 9],hospital,0,0
2020-04-14,[10 - 19],hospital,0,1
2020-04-14,[20 - 29],hospital,0,3
2020-04-14,[30 - 39],hospital,1,8
2020-04-14,[40 - 49],hospital,4,17
2020-04-14,[50 - 59],hospital,6,24
2020-04-14,[60 - 69],hospital,9,31
2020-04-14,[70 - 79],hospital,2,9
2020-04-14,80+,hospital,0,3
2020-04-14,[0 - 9],serious,0,0
2020-04-14,[10 - 19],serious,0,0
2020-04-14,[20 - 29],serious,0,1
2020-04-14,[30 - 39],serious,0,1
2020-04-14,[40 - 49],serious,0,2
2020-04-14,[50 - 59],serious,1,5
2020-04-14,[60 - 69],serious,2,11
2020-04-14,[70 - 79],serious,1,5
2020-04-14,80+,serious,0,2
2020-04-15,[0 - 9],cases,4,16
2020-04-15,[10 - 19],cases,16,56
2020-04-15,[20 - 29],cases,36,115
2020-04-15,[30 - 39],cases,44,137
2020-04-15,[40 - 49],cases,78,233
2020-04-15,[50 - 59],cases,58,176
2020-04-15,[60 - 69],cases,49,151
2020-04-15,[70 - 79],cases,7,28
2020-04-15,80+,cases,1,7
2020-04-15,[0 - 9],hospital,0,0
2020-04-15,[10 - 19],hospital,0,1
2020-04-15,[20 - 29],hospital,0,3
2020-04-15,[30 - 39],hospital,1,7
2020-04-15,[40 - 49],hospital,4,16
2020-04-15,[50 - 59],hospital,6,23
2020-04-15,[60 - 69],hospital,8,30
2020-04-15,[70 - 79],hospital,2,9
2020-04-15,80+,hospital,0,3
2020-04-15,[0 - 9],serious,0,0
2020-04-15,[10 - 19],serious,0,0
2020-04-15,[20 - 29],serious,0,1
2020-04-15,[30 - 39],serious,0,1
2020-04-15,[40 - 49],serious,0,2
2020-04-15,[50 - 59],serious,1,5
2020-04-15,[60 - 69],serious,2,10
2020-04-15,[70 - 79],serious,1,5
2020-04-15,80+,serious,0,2
2020-04-16,[0 - 9],cases,3,15
2020-04-16,[10 - 19],cases,14,53
2020-04-16,[20 - 29],cases,32,109
2020-04-16,[30 - 39],cases,39,130
2020-04-16,[40 - 49],cases,70,222
2020-04-16,[50 - 59],cases,52,168
2020-04-16,[60 - 69],cases,44,144
2020-04-16,[70 - 79],cases,7,27
2020-04-16,80+,cases,1,6
2020-04-16,[0 - 9],hospital,0,0
2020-04-16,[10 - 19],hospital,0,1
2020-04-16,[20 - 29],hospital,0,3
2020-04-16,[30 - 39],hospital,1,7
2020-04-16,[40 - 49],hospital,3,15
2020-04-16,[50 - 59],hospital,5,22
2020-04-16,[60 - 69],hospital,7,29
2020-04-16,[70 - 79],hospital,1,9
2020-04-16,80+,hospital,0,3
2020-04-16,[0 - 9],serious,0,0
2020-04-16,[10 - 19],serious,0,0
2020-04-16,[20 - 29],serious,0,1
2020-04-16,[30 - 39],serious,0,1
2020-04-16,[40 - 49],serious,0,2
2020-04-16,[50 - 59],serious,0,4
2020-04-16,[60 - 69],serious,2,10
2020-04-16,[70 - 79],serious,1,5
2020-04-16,80+,serious,0,2
2020-04-17,[0 - 9],cases,3,14
2020-04-17,[10 - 19],cases,13,50
2020-04-17,[20 - 29],cases,29,103.04999999999927
2020-04-17,[30 - 39],cases,35,123
2020-04-17,[40 - 49],cases,62,210
2020-04-17,[50 - 59],cases,46,159
2020-04-17,[60 - 69],cases,39,137
2020-04-17,[70 - 79],cases,6,26
2020-04-17,80+,cases,1,6
2020-04-17,[0 - 9],hospital,0,0
2020-04-17,[10 - 19],hospital,0,1
2020-04-17,[20 - 29],hospital,0,3
